,name,url,wins,losses,draws,height,weight,division,reach,stance,dob,SLpM,StrAcc,SApM,StrDef,TDAvg,TDAcc,TDDef,SubAvg
1725,Shannon Ritch,http://www.fightmetric.com/fighter-details/1c7cce2f5c17160d,47,74,0,"5' 9""",190 lbs.,Light Heavyweight,--,Orthodox,"Sep 27, 1970",1.00,100%,6.00,50%,0.00,0%,0%,0.0
1726,Diego Rivas,http://www.fightmetric.com/fighter-details/09f579be4520394a,6,0,0,"5' 8""",145 lbs.,Featherweight,"69""",Orthodox,"Nov 11, 1991",1.00,37%,1.13,63%,2.00,66%,66%,0.0
1727,Francisco Rivera,http://www.fightmetric.com/fighter-details/7ea4a9f07df33a45,10,4,0,"5' 8""",135 lbs.,Bantamweight,"70""",Orthodox,"Oct 08, 1981",3.90,42%,2.90,69%,1.05,62%,74%,0.8
1728,Mario Rivera,http://www.fightmetric.com/fighter-details/0f7210aa8d61af8d,6,6,0,--,--,,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
1729,Dante Rivera,http://www.fightmetric.com/fighter-details/288aaa8f82040e02,15,6,0,"6' 1""",185 lbs.,Middleweight,--,Southpaw,"Dec 08, 1974",2.27,53%,4.00,25%,0.00,0%,16%,0.0
1730,Jorge Rivera,http://www.fightmetric.com/fighter-details/cb46dface0e28a2c,19,9,0,"6' 1""",185 lbs.,Middleweight,"73""",Orthodox,"Feb 28, 1972",3.16,48%,2.64,54%,0.84,50%,63%,0.1
1731,Pedro Rizzo,http://www.fightmetric.com/fighter-details/b44f39a5c6596953,19,10,0,"6' 1""",241 lbs.,Heavyweight,--,Orthodox,"May 03, 1974",1.93,34%,3.02,50%,0.26,28%,78%,0.0
1732,Justin Robbins,http://www.fightmetric.com/fighter-details/3b2485c8d5c8b580,12,10,1,"5' 5""",135 lbs.,Bantamweight,--,,"Jul 29, 1980",0.67,37%,3.20,47%,0.00,0%,0%,0.0
1733,Ryan Roberts,http://www.fightmetric.com/fighter-details/35dc6220b113b7ec,16,10,1,"5' 6""",155 lbs.,Lightweight,--,Orthodox,"Jul 16, 1978",0.00,0%,22.50,45%,0.00,0%,0%,0.0
1734,Taylor Roberts,http://www.fightmetric.com/fighter-details/c5ec23983dc2d8f4,3,7,0,"5' 11""",170 lbs.,Welterweight,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
1735,Buddy Roberts,http://www.fightmetric.com/fighter-details/b2a2da86546ddb19,12,3,0,"6' 2""",185 lbs.,Middleweight,--,Orthodox,"Oct 17, 1982",2.17,34%,2.08,70%,0.00,0%,76%,0.6
1736,Joey Roberts,http://www.fightmetric.com/fighter-details/c058823a2595ab09,4,3,0,"6' 2""",200 lbs.,Light Heavyweight,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
1737,David Roberts,http://www.fightmetric.com/fighter-details/775bad6d700d2302,5,8,0,"6' 1""",170 lbs.,Welterweight,--,Orthodox,"Nov 15, 1975",0.00,0%,0.00,0%,0.00,0%,0%,0.0
1738,Daniel Roberts,http://www.fightmetric.com/fighter-details/22edaf53ad59a967,12,4,0,"5' 10""",170 lbs.,Welterweight,"74""",Southpaw,"Aug 05, 1980",0.73,20%,2.27,46%,2.46,44%,40%,2.5
1739,Tyrone Roberts,http://www.fightmetric.com/fighter-details/d1e6a6536ee62517,39,10,1,"5' 9""",185 lbs.,Middleweight,--,Orthodox,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
1740,Andre Roberts,http://www.fightmetric.com/fighter-details/a54a35a670d8e852,14,2,1,"6' 2""",345 lbs.,Super Heavyweight,--,Orthodox,"Feb 24, 1965",0.00,0%,0.00,0%,0.00,0%,0%,0.0
1741,Kenny Robertson,http://www.fightmetric.com/fighter-details/6e0273f9478be71e,14,3,0,"5' 10""",170 lbs.,Welterweight,"74""",Orthodox,"Feb 14, 1984",3.52,56%,2.28,52%,1.63,25%,54%,1.4
1742,Chad Robichaux,http://www.fightmetric.com/fighter-details/b2aa1e07b5b3306e,11,2,0,"5' 4""",135 lbs.,Bantamweight,--,,"Aug 18, 1975",0.00,0%,0.00,0%,0.00,0%,0%,0.0
1743,Mark Robinson,http://www.fightmetric.com/fighter-details/4604ab1de9058474,1,0,0,"6' 0""",265 lbs.,Heavyweight,--,Orthodox,--,0.00,0%,5.80,13%,0.00,0%,0%,0.0
1744,Alvin Robinson,http://www.fightmetric.com/fighter-details/cbe79765d44bd172,12,6,0,"5' 9""",155 lbs.,Lightweight,"68""",Southpaw,"Jul 16, 1982",1.57,50%,1.29,51%,1.24,50%,25%,1.2
1745,Colin Robinson,http://www.fightmetric.com/fighter-details/1a1a4d7a29041d77,9,10,0,"6' 4""",243 lbs.,Heavyweight,--,Orthodox,"Nov 27, 1968",6.19,69%,7.91,37%,2.58,100%,50%,5.2
1746,Vagner Rocha,http://www.fightmetric.com/fighter-details/d403b1a6f278c95e,11,4,0,"5' 10""",155 lbs.,Lightweight,"73""",Orthodox,"Jun 06, 1982",2.64,42%,4.50,48%,1.40,33%,50%,1.9
1747,Carlos Eduardo,http://www.fightmetric.com/fighter-details/4f736494fc733095,9,2,0,"5' 10""",170 lbs.,Welterweight,"70""",Orthodox,"Jul 12, 1981",1.24,34%,1.85,55%,0.00,0%,52%,1.4
1748,Keith Rockel,http://www.fightmetric.com/fighter-details/c75b99887c8c3f5a,12,4,1,"6' 0""",185 lbs.,Middleweight,--,Orthodox,--,1.13,73%,0.21,66%,4.63,75%,100%,4.6
1749,Luke Rockhold,http://www.fightmetric.com/fighter-details/00e11b5c8b7bfeeb,13,2,0,"6' 3""",185 lbs.,Middleweight,"77""",Southpaw,"Oct 17, 1984",3.60,42%,1.86,65%,0.19,20%,72%,1.4
1750,Kevin Roddy,http://www.fightmetric.com/fighter-details/1abf785143f8d5ec,10,13,1,"5' 11""",145 lbs.,Featherweight,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
1751,Paul Rodriguez,http://www.fightmetric.com/fighter-details/26eddcda9d6b2ffe,10,8,2,"5' 7""",155 lbs.,Lightweight,--,Orthodox,--,0.84,100%,1.68,68%,0.00,0%,50%,0.0
1752,Manuel Rodriguez,http://www.fightmetric.com/fighter-details/5a6e4d2f0c76a242,10,4,0,"5' 9""",170 lbs.,Welterweight,"68""",Orthodox,"Apr 25, 1985",0.81,33%,3.23,38%,9.09,75%,0%,0.0
1753,Ricco Rodriguez,http://www.fightmetric.com/fighter-details/50cc91ce2982785d,47,13,0,"6' 4""",265 lbs.,Heavyweight,--,Orthodox,"Aug 19, 1977",1.85,51%,1.15,61%,2.30,39%,40%,1.0
1754,Yair Rodriguez,http://www.fightmetric.com/fighter-details/cbf5e6f231b55443,5,1,0,"5' 11""",145 lbs.,Featherweight,"71""",,"Jun 10, 1992",2.27,40%,2.20,54%,2.00,33%,100%,5.0
1755,Brett Rogers,http://www.fightmetric.com/fighter-details/9141bb39310773c7,11,4,0,"6' 5""",265 lbs.,Heavyweight,"81""",Orthodox,"Feb 17, 1981",3.17,44%,3.20,46%,0.00,0%,58%,0.0
1756,Brian Rogers,http://www.fightmetric.com/fighter-details/f304aff405c4a8fa,8,3,0,--,185 lbs.,Middleweight,--,,"Feb 15, 1984",0.00,0%,0.00,0%,0.00,0%,0%,0.0
1757,Shane Roller,http://www.fightmetric.com/fighter-details/75e0d3cc2262b732,11,7,0,"5' 10""",155 lbs.,Lightweight,"72""",Orthodox,"Jul 14, 1979",2.04,34%,2.65,60%,2.46,33%,42%,1.9
1758,Jared Rollins,http://www.fightmetric.com/fighter-details/c4b6099f0d25f75e,8,4,0,"5' 9""",170 lbs.,Welterweight,--,Orthodox,"Jan 26, 1977",3.33,57%,2.41,39%,2.50,50%,50%,1.2
1759,Ricardo Romero,http://www.fightmetric.com/fighter-details/744e098e065cfdbe,11,3,0,"6' 0""",205 lbs.,Light Heavyweight,"76""",Orthodox,"Apr 15, 1978",2.17,55%,4.77,46%,1.63,10%,100%,3.3
1760,Yoel Romero,http://www.fightmetric.com/fighter-details/f77c68bb4be8516d,9,1,0,"6' 0""",185 lbs.,Middleweight,"73""",Southpaw,"Apr 30, 1977",3.49,54%,2.04,67%,2.40,35%,71%,0.0
1761,Jesse Ronson,http://www.fightmetric.com/fighter-details/5580771f383e141f,13,5,0,"5' 10""",155 lbs.,Lightweight,"70""",Southpaw,"Dec 24, 1985",3.09,46%,2.73,59%,0.67,40%,61%,0.3
1762,George Roop,http://www.fightmetric.com/fighter-details/3c0437fbeda06962,15,12,1,"6' 1""",135 lbs.,Bantamweight,"72""",Orthodox,"Nov 10, 1981",3.45,33%,2.26,61%,1.15,63%,58%,0.1
1763,Joao Roque,http://www.fightmetric.com/fighter-details/0f6528b461e47462,7,2,4,"5' 6""",155 lbs.,Lightweight,--,Orthodox,"Jul 22, 1971",0.00,0%,0.00,0%,0.00,0%,0%,0.0
1764,Charles Rosa,http://www.fightmetric.com/fighter-details/40093d1d2d78394e,9,1,0,"5' 9""",145 lbs.,Featherweight,"69""",Switch,"Aug 24, 1986",1.47,24%,2.20,61%,2.00,50%,0%,1.0
1765,Aaron Rosa,http://www.fightmetric.com/fighter-details/11f8860028b68fcf,17,5,0,"6' 4""",205 lbs.,Light Heavyweight,"78""",Orthodox,"May 28, 1983",4.03,47%,4.41,45%,0.36,33%,85%,0.4
1766,Jared Rosholt,http://www.fightmetric.com/fighter-details/91ea901c458e95dd,11,2,0,"6' 2""",265 lbs.,Heavyweight,"75""",Orthodox,"Aug 04, 1986",2.67,52%,1.08,60%,1.55,45%,100%,0.0
1767,Jake Rosholt,http://www.fightmetric.com/fighter-details/4f2fcbefb668689d,12,3,0,"6' 1""",185 lbs.,Middleweight,--,Orthodox,"Feb 09, 1982",2.68,53%,2.33,49%,6.51,68%,0%,1.8
1768,Kevin Rosier,http://www.fightmetric.com/fighter-details/598a58db87b890ee,2,6,0,"6' 4""",275 lbs.,Super Heavyweight,--,Orthodox,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
1769,Nick Rossborough,http://www.fightmetric.com/fighter-details/ff3a915256b899c0,20,15,0,"6' 5""",205 lbs.,Light Heavyweight,--,,"Nov 18, 1981",2.80,35%,4.33,35%,0.00,0%,100%,0.0
1770,Kristian Rothaermel,http://www.fightmetric.com/fighter-details/af49a6c491ca22a3,4,3,0,"6' 0""",205 lbs.,Light Heavyweight,--,Open Stance,"Jan 31, 1972",0.75,50%,2.49,41%,0.00,0%,0%,0.0
1771,Ben Rothwell,http://www.fightmetric.com/fighter-details/bd58d34e39b7b12a,34,9,0,"6' 4""",265 lbs.,Heavyweight,"78""",Orthodox,"Oct 17, 1981",2.76,44%,3.36,49%,1.12,36%,67%,0.3
1772,Rick Roufus,http://www.fightmetric.com/fighter-details/872b018076f831b0,4,6,0,"6' 0""",207 lbs.,Heavyweight,--,Southpaw,--,0.53,33%,1.06,33%,0.00,0%,50%,0.0
1773,Ronda Rousey,http://www.fightmetric.com/fighter-details/8bdac25ce0bb874d,10,0,0,"5' 7""",135 lbs.,Bantamweight,"66""",Orthodox,"Feb 01, 1987",3.69,63%,2.33,52%,8.27,72%,60%,5.7
1774,Ray Routh,http://www.fightmetric.com/fighter-details/cba3a2dfbc06ce79,2,1,0,"5' 8""",185 lbs.,Middleweight,--,Orthodox,--,0.54,21%,3.22,28%,2.69,33%,0%,0.0
1775,Brad Royster,http://www.fightmetric.com/fighter-details/09f8c233de88998d,1,2,0,--,135 lbs.,Bantamweight,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
1776,Mauricio Rua,http://www.fightmetric.com/fighter-details/140745cbbcb023ac,22,10,0,"6' 1""",205 lbs.,Light Heavyweight,"76""",Orthodox,"Nov 25, 1981",3.60,51%,2.33,54%,2.28,48%,44%,1.0
1777,Murilo Rua,http://www.fightmetric.com/fighter-details/90e7447d8b7f3f35,20,12,1,"5' 11""",185 lbs.,Middleweight,--,Orthodox,"May 22, 1980",2.48,45%,1.85,53%,1.97,45%,37%,1.2
1778,Marco Ruas,http://www.fightmetric.com/fighter-details/597db668b01c442c,9,4,2,"6' 1""",210 lbs.,Heavyweight,--,Orthodox,"Jan 23, 1961",0.00,0%,0.00,0%,0.00,0%,0%,0.0
1779,Rodrigo Ruas,http://www.fightmetric.com/fighter-details/94070f6544c4b2a5,4,5,1,"5' 10""",185 lbs.,Middleweight,--,Orthodox,"Oct 06, 1977",1.28,35%,7.00,41%,0.00,0%,0%,0.0
1780,Rodolfo Rubio,http://www.fightmetric.com/fighter-details/c4731f43693b96b8,12,8,0,"5' 5""",145 lbs.,Featherweight,"66""",Orthodox,"Jan 29, 1987",1.13,36%,1.00,62%,2.00,33%,33%,0.0
1781,Gabe Ruediger,http://www.fightmetric.com/fighter-details/ccba80d4820ef557,17,7,0,"5' 10""",155 lbs.,Lightweight,--,Orthodox,"Aug 29, 1977",1.70,31%,5.16,41%,2.04,11%,28%,0.0
1782,Anthony Ruiz,http://www.fightmetric.com/fighter-details/657c21cb133f1445,27,16,0,"6' 2""",205 lbs.,Light Heavyweight,--,Orthodox,"Nov 03, 1977",1.74,56%,1.91,26%,1.09,25%,14%,0.0
1783,Eddie Ruiz,http://www.fightmetric.com/fighter-details/7b9aa973e5c04624,1,1,0,"5' 7""",155 lbs.,Lightweight,--,Orthodox,"Jun 10, 1967",0.20,25%,1.40,47%,2.00,12%,0%,0.0
1784,Mike Russow,http://www.fightmetric.com/fighter-details/353de740bb6c7e75,15,3,0,"6' 1""",255 lbs.,Heavyweight,"73""",Orthodox,"Sep 11, 1976",1.55,47%,2.90,59%,4.66,43%,0%,0.7
1785,Bas Rutten,http://www.fightmetric.com/fighter-details/03688dc3c3af3ac1,28,4,1,"6' 1""",205 lbs.,Light Heavyweight,--,Orthodox,"Feb 24, 1965",5.59,61%,2.06,79%,0.00,0%,0%,0.0
1786,Casey Ryan,http://www.fightmetric.com/fighter-details/5b1b383265433f51,3,1,0,--,185 lbs.,Middleweight,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
1787,Yusup Saadulaev,http://www.fightmetric.com/fighter-details/b1669a810fae4220,8,1,1,"5' 6""",135 lbs.,Bantamweight,--,,"Mar 31, 1985",0.57,45%,0.96,66%,5.73,60%,0%,1.0
1788,Pete Sabala,http://www.fightmetric.com/fighter-details/7956f026e2672c47,3,13,0,--,135 lbs.,Bantamweight,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
1789,Amir Sadollah,http://www.fightmetric.com/fighter-details/2650e2f846a30f64,7,5,0,"5' 10""",170 lbs.,Welterweight,"74""",Orthodox,"Aug 27, 1980",4.71,46%,3.55,60%,0.57,27%,60%,0.3
1790,Frankie Saenz,http://www.fightmetric.com/fighter-details/9ba2226646046b63,9,2,0,"5' 6""",135 lbs.,Bantamweight,"66""",Orthodox,"Aug 12, 1980",4.47,51%,1.67,52%,5.00,55%,0%,0.0
1791,Tarec Saffiedine,http://www.fightmetric.com/fighter-details/0749d968e932df53,15,4,0,"5' 10""",170 lbs.,Welterweight,"70""",Switch,"Sep 06, 1986",4.31,49%,2.94,63%,0.43,38%,85%,0.2
1792,Jason Saggo,http://www.fightmetric.com/fighter-details/4ac1ecf8ce59ef23,10,2,0,"5' 11""",155 lbs.,Lightweight,"71""",Orthodox,"Nov 23, 1985",1.95,52%,2.86,40%,6.01,42%,0%,0.0
1793,Ovince Saint,http://www.fightmetric.com/fighter-details/50db8711c70196cd,17,6,0,"6' 3""",205 lbs.,Light Heavyweight,"80""",Southpaw,"Apr 08, 1983",2.58,51%,1.68,52%,1.77,63%,66%,0.9
1794,Lukasz Sajewski,http://www.fightmetric.com/fighter-details/fb41432b622992a9,13,0,0,"5' 8""",155 lbs.,Lightweight,--,,"Nov 27, 1990",0.00,0%,0.00,0%,0.00,0%,0%,0.0
1795,Yukio Sakaguchi,http://www.fightmetric.com/fighter-details/94a5aaf573f780ad,6,6,0,"5' 9""",185 lbs.,Middleweight,--,Orthodox,"Jul 26, 1973",0.30,25%,2.40,50%,4.50,100%,0%,9.0
1796,Alessio Sakara,http://www.fightmetric.com/fighter-details/7f955f71fa2ce7ac,19,11,0,"6' 0""",185 lbs.,Middleweight,"72""",Orthodox,"Sep 02, 1981",3.96,47%,2.80,59%,2.18,78%,62%,0.0
1797,Wataru Sakata,http://www.fightmetric.com/fighter-details/d7907a9a968e4d29,11,13,0,"5' 9""",195 lbs.,Light Heavyweight,--,Southpaw,"Mar 11, 1973",1.11,61%,2.08,31%,0.00,0%,0%,0.0
1798,Kazushi Sakuraba,http://www.fightmetric.com/fighter-details/9b5b5a75523728f3,26,16,1,"6' 0""",185 lbs.,Middleweight,--,Southpaw,"Jul 14, 1969",1.26,41%,2.03,51%,1.26,31%,48%,1.7
1799,Hayato Sakurai,http://www.fightmetric.com/fighter-details/85e26e2468b4e82f,36,12,2,"5' 7""",168 lbs.,Welterweight,--,Orthodox,"Aug 24, 1975",2.45,49%,1.94,59%,1.87,69%,56%,0.3
1800,Ryuta Sakurai,http://www.fightmetric.com/fighter-details/ff9578cdbfabd323,22,16,6,"5' 7""",183 lbs.,Middleweight,--,Orthodox,--,1.80,48%,3.44,58%,0.52,100%,36%,1.6
1801,Justin Salas,http://www.fightmetric.com/fighter-details/9b198c73e3d0d289,12,6,0,"5' 8""",155 lbs.,Lightweight,"70""",Southpaw,"Mar 13, 1982",3.74,43%,2.81,71%,2.34,18%,0%,0.0
1802,Ivan Salaverry,http://www.fightmetric.com/fighter-details/394f55ebca199124,13,8,0,"6' 0""",185 lbs.,Middleweight,--,Orthodox,"Jan 11, 1971",3.01,47%,1.19,76%,0.49,18%,36%,2.5
1803,Roman Salazar,http://www.fightmetric.com/fighter-details/72c4b253d2f5ebf2,9,3,0,"5' 7""",135 lbs.,Bantamweight,"67""",Orthodox,"Feb 21, 1988",1.43,50%,2.38,70%,0.00,0%,50%,0.0
1804,John Salgado,http://www.fightmetric.com/fighter-details/3e36811b7bc1f6ad,4,7,1,"5' 10""",170 lbs.,Welterweight,--,,--,0.99,50%,1.86,40%,0.00,0%,50%,0.0
1805,Gabriel Salinas-Jones,http://www.fightmetric.com/fighter-details/74d5f71eeb0c66c7,5,2,1,"6' 1""",245 lbs.,Heavyweight,--,,"Nov 20, 1984",0.00,0%,0.00,0%,0.00,0%,0%,0.0
1806,Brandon Saling,http://www.fightmetric.com/fighter-details/a049aa06508b9c7b,8,6,0,"5' 10""",170 lbs.,Welterweight,--,,"Jan 28, 1986",2.88,40%,6.08,20%,0.00,0%,57%,0.0
1807,Sean Salmon,http://www.fightmetric.com/fighter-details/7c0847d3854a95f2,18,17,0,"5' 10""",185 lbs.,Middleweight,--,Southpaw,"Sep 11, 1977",1.49,33%,2.03,65%,4.06,50%,0%,0.0
1808,John Salter,http://www.fightmetric.com/fighter-details/010986ee359fb863,7,2,0,"6' 1""",185 lbs.,Middleweight,"74""",Southpaw,"Mar 21, 1985",1.35,23%,2.13,69%,2.61,40%,66%,0.0
1809,Josh Samman,http://www.fightmetric.com/fighter-details/9deff9e3e8d94d47,11,3,0,"6' 3""",185 lbs.,Middleweight,"79""",Orthodox,"Mar 14, 1988",3.05,54%,1.43,40%,0.97,50%,33%,0.0
1810,Johnny Sampaio,http://www.fightmetric.com/fighter-details/b23388ff8ac6637b,3,1,0,"5' 8""",170 lbs.,Welterweight,--,Orthodox,"Sep 11, 1975",1.32,40%,2.64,50%,9.89,50%,0%,9.9
1811,Josh Sampo,http://www.fightmetric.com/fighter-details/f65dcb22dada2223,11,4,0,"5' 4""",125 lbs.,Flyweight,"66""",Orthodox,"Jul 24, 1984",1.81,35%,2.25,60%,1.09,100%,37%,3.3
1812,Julian Sanchez,http://www.fightmetric.com/fighter-details/c6da1c24fe473418,0,1,0,"6' 3""",300 lbs.,Super Heavyweight,--,Orthodox,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
1813,Joby Sanchez,http://www.fightmetric.com/fighter-details/b12fc8a41e82d3a2,6,1,0,"5' 6""",125 lbs.,Flyweight,"68""",Orthodox,"Jun 24, 1991",1.33,23%,1.47,67%,0.00,0%,35%,0.0
1814,Eddie Sanchez,http://www.fightmetric.com/fighter-details/7f0b4a75ef3039a3,13,5,0,"6' 2""",230 lbs.,Heavyweight,"74""",Orthodox,"Nov 04, 1982",3.45,43%,3.30,43%,1.13,26%,42%,0.0
1815,Donald Sanchez,http://www.fightmetric.com/fighter-details/bb140b121283acbb,29,13,0,"5' 10""",145 lbs.,Featherweight,--,,"Aug 18, 1984",0.58,50%,1.16,55%,0.00,0%,50%,0.0
1816,Diego Sanchez,http://www.fightmetric.com/fighter-details/82e7929bf6c2b689,27,7,0,"5' 10""",155 lbs.,Lightweight,"72""",Southpaw,"Dec 31, 1981",2.74,35%,2.85,59%,1.56,21%,48%,1.2
1817,Bobby Sanchez,http://www.fightmetric.com/fighter-details/6a0047ac8c99fece,6,17,0,"5' 7""",155 lbs.,Lightweight,--,Orthodox,--,0.00,0%,0.00,100%,0.00,0%,100%,0.0
1818,Luke Sanders,http://www.fightmetric.com/fighter-details/96428b9e9bd048ea,2,0,0,--,--,,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
1819,Jesse Sanders,http://www.fightmetric.com/fighter-details/59aaf2730b84698a,22,6,0,"6' 0""",170 lbs.,Welterweight,--,Orthodox,--,0.00,0%,6.45,35%,0.00,0%,50%,0.0
1820,Jerrod Sanders,http://www.fightmetric.com/fighter-details/12f1b140e248bdb9,14,3,0,"5' 8""",135 lbs.,Bantamweight,"72""",Orthodox,"Oct 01, 1979",0.53,60%,2.65,34%,0.00,0%,0%,0.0
1821,Raul Sandoval,http://www.fightmetric.com/fighter-details/f9ad10f6a49e5452,3,3,0,--,130 lbs.,Bantamweight,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
1822,Hugo Sandoval,http://www.fightmetric.com/fighter-details/9d51bcc281aa0514,2,2,0,--,135 lbs.,Bantamweight,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
1823,Joseph Sandoval,http://www.fightmetric.com/fighter-details/696002b59f09d73b,6,2,0,"5' 7""",135 lbs.,Bantamweight,--,Southpaw,"May 11, 1986",1.82,42%,12.12,60%,0.00,0%,0%,0.0
1824,Chris Sanford,http://www.fightmetric.com/fighter-details/29f935654825331b,5,1,0,"5' 11""",185 lbs.,Middleweight,--,Orthodox,"Mar 12, 1968",0.23,50%,3.22,17%,0.00,0%,0%,3.4
1825,Roldan Sangcha-an,http://www.fightmetric.com/fighter-details/57887765f831e228,4,1,0,"5' 4""",125 lbs.,Flyweight,"65""",Orthodox,"Dec 04, 1990",2.40,44%,1.80,46%,1.00,50%,73%,0.0
1826,Yuhi Sano,http://www.fightmetric.com/fighter-details/4c12aa7ca246e7a4,0,4,0,"5' 11""",243 lbs.,Heavyweight,--,Orthodox,"Feb 02, 1965",0.00,0%,0.00,0%,0.00,0%,0%,0.0
1827,Jorge Santiago,http://www.fightmetric.com/fighter-details/f8dc544e7077d014,25,11,0,"6' 1""",170 lbs.,Welterweight,"74""",Orthodox,"Oct 09, 1980",1.69,35%,2.62,56%,0.58,30%,52%,0.8
1828,Jose Santibanez,http://www.fightmetric.com/fighter-details/8299206ccebc44a7,10,3,0,--,155 lbs.,Lightweight,--,,"Jan 18, 1980",0.00,0%,0.00,0%,0.00,0%,0%,0.0
1829,Art Santore,http://www.fightmetric.com/fighter-details/012fc7cd0779c09a,18,8,0,"6' 2""",185 lbs.,Middleweight,--,,"Oct 26, 1972",1.40,12%,7.31,52%,0.00,0%,100%,0.0
1830,Evangelista Santos,http://www.fightmetric.com/fighter-details/99bf06f20491cb54,18,15,0,"5' 10""",170 lbs.,Welterweight,"76""",Orthodox,"Dec 12, 1977",3.94,36%,6.01,49%,0.78,100%,50%,0.4
1831,Paulo Santos,http://www.fightmetric.com/fighter-details/7ca4c3f8aa8bacae,0,3,0,--,--,,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
1832,Thiago Santos,http://www.fightmetric.com/fighter-details/dea070ed4a2a8281,9,3,0,"6' 0""",185 lbs.,Middleweight,"76""",Orthodox,"Jan 07, 1984",3.06,34%,2.70,62%,0.00,0%,0%,0.0
1833,Iliarde Santos,http://www.fightmetric.com/fighter-details/14aa21bc82cac57d,27,9,1,"5' 5""",125 lbs.,Flyweight,"66""",Orthodox,"Sep 25, 1980",3.00,30%,6.10,57%,1.66,23%,83%,0.0
1834,Bruno Santos,http://www.fightmetric.com/fighter-details/da1d8d76404bb6b5,14,2,0,"5' 9""",185 lbs.,Middleweight,"69""",Orthodox,"Jul 17, 1987",1.18,46%,2.27,56%,3.00,37%,66%,0.3
1835,Adriano Santos,http://www.fightmetric.com/fighter-details/c6e6926a81adcd00,0,1,0,--,--,,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
1836,Leonardo Santos,http://www.fightmetric.com/fighter-details/9c65736747ca92ec,13,4,1,"6' 0""",155 lbs.,Lightweight,"75""",Orthodox,"Feb 05, 1980",2.12,38%,2.90,59%,1.13,18%,83%,0.4
1837,Luis Santos,http://www.fightmetric.com/fighter-details/7701377be464d2ef,50,7,1,"6' 1""",170 lbs.,Welterweight,--,Southpaw,--,4.40,57%,4.00,64%,0.00,0%,0%,0.0
1838,Nick Sanzo,http://www.fightmetric.com/fighter-details/1d147d4163a6989b,1,1,0,"5' 9""",190 lbs.,Light Heavyweight,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
1839,Bob Sapp,http://www.fightmetric.com/fighter-details/9f3d6ddef3d3cccc,11,8,0,"6' 5""",350 lbs.,Super Heavyweight,--,Orthodox,"Sep 22, 1974",3.19,55%,1.88,49%,0.58,100%,72%,0.0
1840,Daniel Sarafian,http://www.fightmetric.com/fighter-details/7e47047d0971d566,9,5,0,"5' 9""",185 lbs.,Middleweight,"73""",Orthodox,"Aug 21, 1982",1.99,45%,2.44,61%,0.43,8%,53%,0.9
1841,Diego Saraiva,http://www.fightmetric.com/fighter-details/4f4dac51adc1af4f,21,16,1,"5' 6""",155 lbs.,Lightweight,--,Orthodox,"Apr 23, 1982",1.64,32%,3.58,62%,1.33,40%,0%,0.7
1842,Harris Sarmiento,http://www.fightmetric.com/fighter-details/026b4f7049085842,33,23,0,"5' 9""",155 lbs.,Lightweight,--,Orthodox,"Sep 09, 1983",0.84,25%,3.46,36%,2.36,60%,57%,0.0
1843,Yuki Sasaki,http://www.fightmetric.com/fighter-details/e5c38954c006f15c,22,19,1,"6' 2""",185 lbs.,Middleweight,--,Orthodox,"Sep 12, 1976",1.09,43%,1.20,57%,0.43,100%,66%,0.0
1844,Ulka Sasaki,http://www.fightmetric.com/fighter-details/7c3c48cf54a2848e,18,1,2,"5' 9""",135 lbs.,Bantamweight,"71""",Southpaw,"Oct 07, 1989",4.55,62%,0.91,75%,0.00,0%,0%,13.6
1845,Kyosuke Sasaki,http://www.fightmetric.com/fighter-details/23bd78c3f89bdb54,3,7,4,"5' 7""",183 lbs.,Middleweight,--,Southpaw,--,0.33,45%,0.93,46%,0.00,0%,0%,0.0
1846,Paul Sass,http://www.fightmetric.com/fighter-details/7b143a54451263d9,13,2,0,"6' 0""",155 lbs.,Lightweight,"73""",Orthodox,"Aug 04, 1988",0.53,26%,1.90,51%,0.53,16%,33%,7.4
1847,Masaaki Satake,http://www.fightmetric.com/fighter-details/f4a031ac205ac580,1,8,1,"6' 1""",220 lbs.,Heavyweight,--,Orthodox,"Aug 17, 1965",1.40,35%,3.76,41%,0.00,0%,58%,0.0
1848,Takenori Sato,http://www.fightmetric.com/fighter-details/276c60b14b571dd4,17,10,7,"5' 10""",170 lbs.,Welterweight,"71""",Southpaw,"Jun 08, 1985",0.46,33%,12.92,9%,0.00,0%,0%,0.0
